Sentence	B	W	A	H	Abs
Rookie Elfrid Payton shot 5 - of - 7 from the field for 10 points to go along with four rebounds , seven assists , two steals and one block .	1	0	0	0	
He has now scored 33 or more in two straight games and has had a double - double in five straight .	0	0	1	0	
Vucevic also had 11 rebounds and four assists .	1	0	0	0	
Nikola Vucevic and Victor Oladipo each scored 33 points for the Magic , breaking a six - game losing streak .	0	1	1	0	
The Orlando Magic ( 14 - 27 ) beat the Bulls ( 26 - 13 ) on Monday in Chicago .	1	1	0	0	
Houston will continue their three - game road swing Wednesday in Cleveland , while the Bulls remain home for Wednesday 's outing against the Jazz .	0	0	1	0	
However , knocking down only 8 - for - 25 from three - point range did n't do them any favors in the loss .	1	1	0	0	
Harden still managed a stat - laden line , recording 20 points , three assists , two rebounds , two blocks , and one steal in 38 minutes , and backcourt mate Patrick Beverley aided the Rockets ' effort further with 14 points , six assists , and six rebounds .	1	0	0	0	
While Dwight Howard posted a customary , but underwhelming double - double ( 12 points and 14 boards ) , James Harden was perhaps the primary reason for Houston 's downfall , missing all three field goal attempts and committing three fouls , including a charge for one of his two turnovers in the fourth quarter .	1	1	0	0	
On the other side , the Rockets fell to 3 - 4 with newcomer Josh Smith , despite his team - high 21 points on 10 - of - 20 from the field .	1	1	0	0	
By the final horn , the Bulls had accumulated a whopping 12 blocks , 10 steals , and 30 free - throw attempts , of which they knocked down 27 .	0	1	0	0	
Meanwhile , Derrick Rose toughed out a right hip contusion en route to 19 points and nine assists in 34 minutes .	1	1	0	0	
In the end , a Bulls squad without Mike Dunleavy ( ankle ) achieved its third victory in a row , and 10th in 11 contests , on the backs of a complete team effort led by Pau Gasol 's 27 points and 14 rebounds .	1	1	1	0	
Thereafter , Chicago received scoring contributions from six different players , but their push in the final period was ultimately powered by rookie Nikola Mirotic and Jimmy Butler , who spearheaded a 31 - point explosion with a combined 17 points , nine rebounds , and three three - pointers .	1	1	0	0	
Entering the fourth quarter with a six - point deficit facing them , the Bulls whittled away at the Rockets ' lead and finally knotted up the score at 100 with just under three minutes remaining .	0	1	0	0	
The Chicago Bulls ( 25 - 10 ) fended off the Houston Rockets ( 23 - 11 ) , 114 - 105 , at the United_Center on Monday evening .	1	1	0	0	
Chicago has now won eight of its last nine games and will continue its five - game homestand on Saturday when the Bulls take on the Celtics .	0	0	1	0	
He was a perfect 4 - for - 4 from the floor , including 2 - for - 2 from beyond the arc as he scored 10 points in 27 minutes .	1	0	0	0	
Kirk Hinrich returned to action for Chicago after missing five games with a hamstring injury .	0	0	1	0	
Denver has now dropped three straight and five of its last six but will look to buck that trend it hosts Memphis on Saturday night .	0	0	1	0	
Chandler led the Nuggets in scoring with 22 points in 34 minutes on the floor .	1	1	0	0	
Fareid , who had `` dead legs `` Tuesday night did n't show any ill effects against the Bulls as he scored 18 points and pulled down 19 rebounds .	1	1	1	0	
Denver had two of their big men banged up on Tuesday night as Kenneth Fareid and Wilson Chandler both were hampered by leg issues , but both managed to play Thursday .	0	1	0	0	
Chicago 's Jimmy Butler shined again as he had a game - high 26 points in the Bulls ' victory over the Nuggets .	1	1	0	0	
Denver 's Aaron Afflalo cut Chicago 's lead to five with just over two minutes remaining , but the Bulls responded with baskets from Derrick Rose and Taj Gibson to give them a solid lead .	0	1	0	0	
The Nuggets saw a seemingly comfortable 12 - point lead in the third quarter evaporate as the Bulls stormed back to take the lead just before the fourth quarter began .	0	1	0	0	
The Bulls ( 23 - 10 ) held off the Denver Nuggets ( 13 - 20 ) on Thursday by a score of 106 - 101 .	1	1	0	0	
Los_Angeles continues the second half of their road back - to - back trip against Dallas on Friday .	0	0	1	0	
Wesley Johnson was the Lakers ’ scoring leader on Thursday with 19 , while Ed Davis finished with 13 points and 14 rebounds for a his first career double - double as a member of the Lakers .	1	1	1	0	
Without Bryant , Los_Angeles was able to beat conference leader Golden State on Tuesday , but they were unable to get a win in Chicago .	0	1	1	0	
Los_Angeles found out earlier in the day that they would be without All-Star guard Kobe Bryant , who cited “ old age ” as the reason for his absence .	0	1	0	0	
Chicago takes the court again on Saturday against New_Orleans .	0	0	1	0	
Pau Gasol had a big game against his former team , finishing with 23 points and 13 rebounds for a double - double in 33 minutes .	1	1	1	0	
Five Bulls players scored in double figures , while three players scored over 20 points .	0	1	0	0	
Chicago had control of this game since the beginning and never let Los_Angeles take the lead in the game , despite giving up a 13 - 4 run to begin the third quarter .	0	1	0	0	
Kirk Hinrich sat out a second straight game with a hamstring issue .	0	0	1	0	
Chicago was able to win their fifth consecutive game on Thursday with a nearly - healthy lineup against the Lakers .	0	1	1	0	
The Chicago Bulls ( 20 - 9 ) defeated the Los_Angeles Lakers ( 9 - 20 ) 113 - 93 on Thursday .	1	1	0	0	
New_York returns home to host the Suns on Saturday .	0	0	1	0	
Up next , the Bulls travel to Memphis to take on the red - hot Grizzlies on Friday .	0	0	1	0	
They out - rebounded Chicago 41 - 32 but committed 16 turnovers , compared to the Bulls ’ 11 .	1	1	0	0	
The Knicks shot 46 percent from the field and attempted only nine three - ponters , hitting six .	1	0	0	0	
Aldrich also had 10 rebounds 26 minutes .	1	0	0	0	
Tim Hardaway , Jr. led the team with 23 points , while Cole Aldrich and Jose Calderon added 13 points and 12 points , respectively .	1	1	0	0	
New_York , which was without Carmelo Anthony and J.R. Smith , got contributions from a number of starters , including 16 points , six rebounds and four blocks from Amar ’ e Stoudemire .	1	1	0	0	
Chicago shot 45 percent from the field and knocked down 12 threes .	1	0	0	0	
Aaron Brooks had 18 points , including a trio of three - pointers .	1	0	0	0	
Pau Gasol added 20 points , and Nikola Mirotic contributed 13 off the bench .	1	0	0	0	
Playing without Derrick Rose , Chicago turned to Kirk Hinrich , who added eight points .	1	1	0	0	
The Bulls got 35 points , five rebounds , seven assists and four steals from Jimmy Butler , who played 45 minutes .	1	0	0	0	
The lead was whittled to just one with one minute remaining , but a Pau Gasol layup put Chicago up three , and the Knicks were unable to get any closer , while Chicago salted the game away at the line .	0	1	0	0	
Chicago jumped out to a 10 - point first quarter lead but let the Knicks crawl back into the game in the third quarter .	0	1	0	0	
The Bulls ( 16 - 9 ) held on to defeat the Knicks ( 5 - 23 ) at the United_Center on Thursday .	1	1	0	0	
Chicago heads to Miami to take on the Heat on Sunday evening .	0	0	1	0	
Up next , the Blazers conclude their five - game road swing in Indiana on Saturday night .	0	0	1	0	
Aaron Brooks added 17 points off the bench , and Nikola Mitotic had 15 points and nine boards .	1	0	0	0	
Taj Gibson , starting in place of the injured Joakim Noah , chipped in 10 points and 12 rebounds , and Pau Gasol had a 13 - point , 10 - rebound double - double .	1	1	0	0	
Derrick Rose paced Chicago with 31 points ( 14 - 24 FG ) to go with five assists and three rebounds .	1	1	0	0	
The Blazers shot 49 percent from the field and 50 percent from three but were out - rebounded 47 - 37 .	1	1	0	0	
Nic Batum struggled , scoring seven points on just 3 - of - 12 shooting .	1	1	0	0	
Damian Lillard added 35 points of his own , and Wes Matthews had 10 points and four rebounds .	1	0	0	0	
Chicago was able to keep him under control the rest of the night , however , as Aldridge finished with 35 points and nine rebounds .	1	1	0	0	
The Bulls withstood a huge first quarter from LaMarcus Aldridge , who scored 21 points on 10 - of - 12 shooting .	1	1	0	0	
The Bulls ( 14 - 8 ) extended their winning streak to two games , knocking off the Blazers ( 17 - 6 ) in Chicago on Friday .	1	1	1	0	
The Pistons now look to right the ship as they 'll head to Washington to take on the Wizards on Wednesday night .	0	0	1	0	
Monroe scored 16 points ( 8 - 15 FG ) to go with 10 rebounds and two assists .	1	0	0	0	
Both Josh Smith and Greg Monroe had double - double 's , with Smith collecting 11 rebounds , four assists and three blocks .	1	1	0	0	
Detroit only played eight players in this game , and while seven of the eight scored at least nine points , no one scored more than 19 .	0	1	0	0	
For the Pistons , they just could n't dig themselves out of a first half hole , and have lost two in a row now .	0	1	1	0	
The Bulls look to keep their winning ways rolling as they head to Toronto to take on the Raptors on Thursday night .	0	0	1	0	
Noah posted 13 points ( 5 - 13 FG , 3 - 4 FT ) with 14 rebounds and six assists .	1	0	0	0	
Pau Gasol and Joakim Noah both posted double - doubles , with Gasol putting up 17 points ( 8 - 17 FG , 0 - 1 3Pt , 1 - 2 FT ) to go with 15 rebounds , four assists , four blocks and one steal .	1	1	0	0	
While Derrick Rose led the team in scoring with 24 points ( 9 - 20 FG , 2 - 5 3Pt , 4 - 5 FT ) and seven assists , the Bulls got production from all over .	1	1	0	0	
The Bulls are off to an impressive start to 2014 , and a large part of that has been due to a major team effort on the offensive end .	0	0	1	0	
The Chicago Bulls ( 6 - 2 ) beat the Detroit Pistons ( 2 - 5 ) 102 - 91 on Monday night at the United_Center in Chicago .	1	1	0	0	
The Magic 's next game with be on the road against the Philadelphia 76ers on Wednesday , while the Bulls will travel to Milwaukee to take on the Bucks on Wednesday .	0	0	1	0	
He finished with 12 points , and this was his first game since the opener where he was able to score in double digits .	1	0	1	0	
Rookie Doug McDermott found his stroke off the bench , shooting 4 - for - 6 from the field and 1 - for - 2 from three - point land .	1	1	0	0	
Filling in for Rose at the point , Kirk Hinrich got the start but only scored five points and three assists in 30 minutes of action .	1	1	0	0	
Joakim Noah sat out the game with an illness , pushing Taj Gibson into the starting lineup and forcing the team to lean more heavily on Gasol .	0	1	0	0	
Pau Gasol recorded his second double - double of the season , going for 16 points and 13 rebounds in 40 minutes .	1	0	1	0	
Butler shot 7 - for - 15 from the field to score 21 points and added nine rebounds .	1	0	0	0	
Jimmy Butler led the Bulls to the win with Derrick Rose ( ankle ) out of the lineup once again .	0	1	1	0	
Evan Fournier continued to start as the other guard and had 13 points of his own , to go along with two assists in 40 minutes .	1	0	1	0	
Rookie Elfrid Payton struggled to find his shot and went 3 - for - 14 from the field to score nine points , while also adding seven assists .	1	1	0	0	
Vucevic is now averaging 18 points and an absurd 15 rebounds per game .	0	0	1	0	
Nikola Vucevic has been the other bright spot , and he posted his fourth double - double in as many games , finishing with 19 points and 13 rebounds .	1	0	1	0	
Harris has been one of the few positives for this Orlando team and is averaging 18 points and 8 rebounds .	0	0	1	0	
Tobias Harris recorded a team - high 21 points ( 9 - 15 FG , 0 - 1 3Pt ) and also had nine rebounds .	1	1	0	0	
The Magic were able to keep the game even up until the third quarter but were outscored 29 - 21 in the fourth quarter , to drop their fourth straight game and remain winless during the 2014 - 15 season .	0	1	1	0	
The Chicago Bulls ( 3 - 1 ) defeated the Orlando Magic ( 0 - 4 ) 98 - 90 on Tuesday at the United_Center in Chicago .	1	1	0	0	
The only other Buck in double figures was OJ Mayo , who came off the bench for 11 points ( 4 - 12 FG , 1 - 5 3Pt , 2 - 2 FT ) The Cavaliers ' next game will be at home against the Boston Celtics on Friday , while the Bucks will travel to New_York to play the Knicks on Friday .	1	1	1	0	
