out_type,raw
waveSigHeight,waveSigHeight 3.0-3.5 INCLUDING SWELL BECOMING 4.5-5.5
waveMaxHeight,waveMaxHeight 5.0-5.5 INCLUDING SWELL BECOMING 7.0-8.5
wavePeriod,wavePeriod 7-8 BECOMING 9-11
wind10M,wind10M N-NE  8-12 BECOMING E-SE OVERNIGHT
wind50M,wind50M N-NE 10-15 BECOMING E-SE OVERNIGHT
wind10M,"wind10M WNW 10-14 BACKING WSW 16-20 TONIGHT, EASING WNW 12-16 LATER IN THE PERIOD"
wind50M,"wind50M WNW 12-18 BACKING WSW 20-25 TONIGHT, EASING WNW 15-20 LATER IN THE PERIOD"
waveSigHeight,waveSigHeight 1.5-2.0 OCCASIONALLY 2.0-2.5 TONIGHT
waveMaxHeight,waveMaxHeight 2.5-3.0 OCCASIONALLY 3.0-4.0 TONIGHT
wavePeriod,"wavePeriod SEA 3-5, SWELL 8-9"
wind10M,"wind10M S-SW 35-40 GUSTS 55, EASING GRADUALLY SW-W 28-32 GUSTS 45 OVERNIGHT"
wind50M,"wind50M S-SW 40-48 GUSTS 65, EASING GRADUALLY SW-W 35-40 GUSTS 55 OVERNIGHT"
waveSigHeight,waveSigHeight 5.5--6.5 FALLING 5.0-5.5 OVERNIGHT
waveMaxHeight,waveMaxHeight 9.0-10.5 FALLING 8.0-9.0 OVERNIGHT
wind10M,wind10M WSW 10-14 BACKING SSW 18-22 THIS EVENING THEN VEERING WNW AFTER MIDNIGHT AND RISING 22-26 LATER
wind50M,wind50M WSW 12-18 BACKING SSW 23-28 THIS EVENING THEN VEERING WNW AFTER MIDNIGHT AND RISING 28-33 LATER
waveSigHeight,waveSigHeight 1.0 RISING 1.5-2.0 TONIGHT AND 2.0-2.5 BY MORNING
waveMaxHeight,waveMaxHeight 1.5 RISING 2.5-3.0 TONIGHT AND 3.0-4.0 BY MORNING
wavePeriod,wavePeriod 4-6 RISING 6-7
wind10M,wind10M W-NW 18-22 BACKING W-SW 22-28 WITH GUSTS TO 38 FOR A TIME. LATER SW 18-22
wind50M,wind50M W-NW 22-28 BACKING W-SW 28-35 WITH GUSTS TO 45 FOR A TIME. LATER SW 22-28
waveSigHeight,waveSigHeight 3.5-4.5 BECOMING 3.0-3.5 OVERNIGHT
waveMaxHeight,waveMaxHeight 5.5-7.0 BECOMING 5.0-5.5 OVERNIGHT
wind10M,wind10M N-NW 28-32 WITH GUSTS TO 42 SLOWLY EASING NW 15-20
wind50M,wind50M N-NW 35-40 WITH GUSTS TO 50 SLOWLY EASING NW 20-25
waveSigHeight,waveSigHeight 3.5-4.0 RISING 4.0-5.0 FOR A TIME. LATER 3.0-3.5
waveMaxHeight,waveMaxHeight 5.5-6.5 RISING 4.0-5.0 FOR A TIME. LATER 5.0-5.5
wind10M,"wind10M SSW 28-32 SOON RISING 32-38 GUSTS 48, BACKING S AND EASING 26-30 LATER IN THE NIGHT"
wind50M,"wind50M SSW 35-40 SOON RISING 40-48 GUSTS 58, BACKING S AND EASING 33-38 LATER IN THE NIGHT"
waveSigHeight,waveSigHeight 4.0 RISING 5.0-6.0 TONIGHT THEN FALLING 4.5-5.0 LATER IN THE NIGHT
waveMaxHeight,waveMaxHeight 6.5 RISING 8.0-9.5 TONIGHT THEN FALLING 7.0-8.0 LATER IN THE NIGHT
wavePeriod,"wavePeriod SEA 7-8, SWELL 9-11"
wind10M,wind10M N-NW LESS THAN 10 BACKING SW 18-22 BY MORNING
wind50M,wind50M N-NW LESS THAN 12 BACKING SW 22-28 BY MORNING
wind10M,wind10M SSE 14-18 SOON BECOMING VARIABLE 5-10 THEN WNW 10-14 BY LATE EVENING
wind50M,wind50M SSE 18-23 SOON BECOMING VARIABLE 6-12 THEN WNW 12-18 BY LATE EVENING
wind10M,wind10M S-SW 20-25 STEADILY RISING S 25-30 WITH GUSTS TO 38
wind50M,wind50M S-SW 25-32 STEADILY RISING S 32-38 WITH GUSTS TO 46
waveSigHeight,waveSigHeight 3.5-4.0 FALLING 3.0-3.5 FOR A TIME
waveMaxHeight,waveMaxHeight 5.5-6.5 FALLING 5.0-5.5 FOR A TIME
wind10M,wind10M SSE 32-36 RISING 40-45 GUSTS 60 BY MIDNIGHT
wind50M,wind50M SSE 40-45 RISING 50-55 GUSTS 70 BY MIDNIGHT
waveSigHeight,waveSigHeight 5.0 RISING 7.0-8.0
waveMaxHeight,waveMaxHeight 8.0 RISING 11.0-13.0
wind10M,wind10M E-SE 20-25 VERY SOON VEERING S-SW 15-20 THEN RISING 22-28 BY MIDNIGHT. LATER BACKING S'LY
wind50M,wind50M E-SE 25-32 VERY SOON VEERING S-SW 20-25 THEN RISING 28-35 BY MIDNIGHT. LATER BACKING S'LY
waveSigHeight,waveSigHeight 3.0-3.5 SLOWLY FALLING TO 2.5-3.0
waveMaxHeight,waveMaxHeight 5.0-5.5 SLOWLY FALLING TO 4.0-5.0
wind10M,"wind10M S'LY LESS THAN 08 BACKING SSE 14-18 BY MIDNIGHT, THEN VEERING SSW 20-25 BY MORNING"
wind50M,"wind50M S'LY LESS THAN 10 BACKING SSE 17-22 BY MIDNIGHT, THEN VEERING SSW 25-32 BY MORNING"
waveSigHeight,waveSigHeight 1.0-1.5 RISING AROUND 2.0 BY END OF PERIOD
waveMaxHeight,waveMaxHeight 1.5-2.5 RISING AROUND 3.0 BY END OF PERIOD
wavePeriod,wavePeriod SEA: 2-3 RISING 4-6 SWELL: 6-7
wind10M,"wind10M W'LY LESS THAN 08 BACKING S'LY 10-15 BY MIDNIGHT, VEERING SW-W LATER"
wind50M,"wind50M W'LY LESS THAN 10 BACKING S'LY 12-18 BY MIDNIGHT, VEERING SW-W LATER"
wavePeriod,wavePeriod SEA: 2-4 SWELL: NNW 6-8
wind10M,wind10M SW 22-28 SOON 28-32 FOR A TIME. BACKING S'LY LATER. GUSTS TO 42
wind50M,wind50M SW 28-35 SOON 35-40 FOR A TIME. BACKING S'LY LATER. GUSTS TO 50
waveSigHeight,waveSigHeight 2.5-3.0 INCREASING TO 4.0-4.5 OVERNIGHT
waveMaxHeight,waveMaxHeight 4.0-5.0 INCREASING TO 6.5-7.0 OVERNIGHT
wavePeriod,"wavePeriod 6-8 WIND WAVE, 8-11 SWELL"
wind10M,wind10M NW 5-10 VEERING NNW 12-16 TONIGHT
wind50M,wind50M NW 6-12 VEERING NNW 15-20 TONIGHT
waveSigHeight,waveSigHeight 2.5-3.0 OCCASIONALLY 3.0-3.5 SWELL
waveMaxHeight,waveMaxHeight 4.0-5.0 OCCASIONALLY 5.0-5.5 SWELL
windconf,windconf LOW - UNCERTAINTY IN EXACT TRACK OF LOW
wind10M,wind10M E-SE 25-30 SOON BECOMING 30-35 THEN VEERING S-SE. GUSTS TO 45
wind50M,wind50M E-SE 32-38 SOON BECOMING 38-44 THEN VEERING S-SE. GUSTS TO 55
waveSigHeight,waveSigHeight 3.0-4.0 BECOMING 4.5-5.5 WITH SE SWELL
waveMaxHeight,waveMaxHeight 5.0-6.5 BECOMING 7.0-8.5 WITH SE SWELL
wavePeriod,"wavePeriod 7-9 WIND WAVE, 9-11 SWELL"
wind10M,wind10M W 32-38 GUSTS 50 GRADUALLY VEERING AND DECREASING WNW 16-20 BY END OF PERIOD
wind50M,wind50M W 40-48 GUSTS 60 GRADUALLY VEERING AND DECREASING WNW 20-25 BY END OF PERIOD
waveSigHeight,waveSigHeight 5.0-6.0 RISING 6.0-7.0
waveMaxHeight,waveMaxHeight 8.0-9.5 RISING 9.5-11.0
wavePeriod,"wavePeriod SEA 7-9 FALLING 4-5, SWELL 13-15"
wind10M,wind10M S-SE 28-32 INCREASING 38-42 GUSTS 58
wind50M,wind50M S-SE 35-40 INCREASING 48-52 GUSTS 68
wind10M,wind10M W 24-28 GUSTS 38 DECREASING STEADILY TO 12-16 BY 0600
wind50M,wind50M W 30-35 GUSTS 46 DECREASING STEADILY TO 15-20 BY 0600
waveSigHeight,waveSigHeight 4.0-4.5 FALLING 2.5
waveMaxHeight,waveMaxHeight 6.5-7.0 FALLING 4.0
wavePeriod,"wavePeriod SEA 6 FALLING 4, SWELL 8-10"
wind10M,wind10M N-NW 8-12 BACKING AND EASING W-NW 10 OR LESS
wind50M,wind50M N-NW 10-15 BACKING AND EASING W-NW 12 OR LESS
waveSigHeight,waveSigHeight 1.5-2.0 WITH NNE SWELL BECOMING MAINLY 1.5
waveMaxHeight,waveMaxHeight 2.5-3.0 WITH NNE SWELL BECOMING MAINLY 2.5
wind10M,wind10M N'LY 22-28 POSSIBLY 25-30 AT TIMES WITH GUSTS TO 38 THEN SLOWLY EASING TO 18-22 BY END OF PERIOD
wind50M,wind50M N'LY 28-35 POSSIBLY 32-38 AT TIMES WITH GUSTS TO 46 THEN SLOWLY EASING TO 22-28 BY END OF PERIOD
waveSigHeight,waveSigHeight 2.5-3.0 POSSIBLY 3.0-3.5 FOR A TIME. LATER 2.0-2.5
waveMaxHeight,waveMaxHeight 4.0-5.0 POSSIBLY 5.0-5.5 FOR A TIME. LATER 3.0-4.0
wind10M,wind10M S 26-30 DECREASING AND VEERING SSW 14-18 THIS EVENING
wind50M,wind50M S 33-38 DECREASING AND VEERING SSW 18-23 THIS EVENING
wavePeriod,"wavePeriod SEA 5-7 FALLING 4, SWELL 9-11"
wind10M,wind10M SW 18-22 SOON VEERING AND EASING SW-W 10-15
wind50M,wind50M SW 22-28 SOON VEERING AND EASING SW-W 12-18
wind10M,wind10M S-SW 8-12 EASING 10 OR LESS LATER
wind50M,wind50M S-SW 10-15 EASING 12 OR LESS LATER
waveSigHeight,waveSigHeight 1.0-1.5 BECOMING 0.5-1.0
waveMaxHeight,waveMaxHeight 1.5-2.5 BECOMING 1.0-1.5
wind10M,wind10M S 26-30 VEERING SW 20-24 BY EVENING THEN VEERING W AND DECREASING 10-14 BY MIDNIGHT
wind50M,wind50M S 33-38 VEERING SW 25-30 BY EVENING THEN VEERING W AND DECREASING 12-18 BY MIDNIGHT
waveSigHeight,waveSigHeight 6.0-7.0 FALLING STEADILY TO 3.5-4.0
waveMaxHeight,waveMaxHeight 9.5-11.0 FALLING STEADILY TO 5.5-6.5
wavePeriod,"wavePeriod SEA 6-7 FALLING 3-4, SWELL 10-11"
wind10M,wind10M S-SE 22-28 RISING LATER TO SE 25-30
wind50M,wind50M S-SE 28-35 RISING LATER TO SE 32-38
waveSigHeight,waveSigHeight MAINLY 3.5-4.5
waveMaxHeight,waveMaxHeight MAINLY 5.5-7.0
wind10M,"wind10M WSW 10-15 BACKING SW 18-22 BY MIDNIGHT, THEN FRESHENING 20-25 BY MORNING"
wind50M,"wind50M WSW 12-18 BACKING SW 22-28 BY MIDNIGHT, THEN FRESHENING 25-32 BY MORNING"
wavePeriod,wavePeriod SEA: 3-4 RISING 5-6 SWELL: 7-9 WSW
wind10M,wind10M SW 12-18 BACKING AND INCREASING S'LY 32-38 WITH GUSTS TO 50
wind50M,wind50M SW 15-22 BACKING AND INCREASING S'LY 40-48 WITH GUSTS TO 60
waveSigHeight,waveSigHeight 2.5-3.0 BECOMING 4.0-4.5 BY END OF PERIOD
waveMaxHeight,waveMaxHeight 4.0-5.0 BECOMING 6.5-7.0 BY END OF PERIOD
wavePeriod,"wavePeriod 4-5 WIND WAVE BECOMING 7-9, SWELL BECOMING 9-11"
wind10M,wind10M N 12-16 DECREASING 5-10 THIS EVENING
wind50M,wind50M N 15-20 DECREASING 6-12 THIS EVENING
waveSigHeight,"waveSigHeight 2.5-3.0 OCCASIONALLY 3.0-3.5 AT FIRST, FALLING AROUND 2.5 LATER"
waveMaxHeight,"waveMaxHeight 4.0-5.0 OCCASIONALLY 5.0-5.5 AT FIRST, FALLING AROUND 4.0 LATER"
wind10M,wind10M MAINLY S-SW 15-20 WITH GUSTS TO 30
wind50M,wind50M MAINLY S-SW 20-25 WITH GUSTS TO 35
waveSigHeight,waveSigHeight 2.5-3.5 WITH SWELLS BECOMING 2.5-3.0
waveMaxHeight,waveMaxHeight 4.0-5.5 WITH SWELLS BECOMING 4.0-5.0
wind10M,"wind10M NNW 10-14 SOON BACKING NW AND RISING 30-34 GUSTS 42, BACKING WNW AND EASING 24-28 LATER"
wind50M,"wind50M NNW 12-18 SOON BACKING NW AND RISING 38-43 GUSTS 52, BACKING WNW AND EASING 30-35 LATER"
waveSigHeight,waveSigHeight 4.5-5.0 RISING 5.0-6.0 THIS EVENING
waveMaxHeight,waveMaxHeight 7.0-8.0 RISING 8.0-9.5 THIS EVENING
wavePeriod,"wavePeriod SEA 3-4 RISING 6-8, SWELL 12-14"
wind10M,wind10M S-SW 18-22 EASING 12-15 AND BACKING S-SE OVERNIGHT
wind50M,wind50M S-SW 22-28 EASING 15-18 AND BACKING S-SE OVERNIGHT
waveSigHeight,waveSigHeight AROUND 4.5 FALLING 2.5-3.0
waveMaxHeight,waveMaxHeight AROUND 7.5 FALLING 4.0-5.0
wind10M,"wind10M W 10-14 BACKING SW THIS EVENING, BACKING SSE AND RISING 16-20 LATER IN THE PERIOD"
wind50M,"wind50M W 12-18 BACKING SW THIS EVENING, BACKING SSE AND RISING 20-25 LATER IN THE PERIOD"
waveSigHeight,waveSigHeight 2.5-3.0 SOON FALLING 2.0-2.5
waveMaxHeight,waveMaxHeight 4.0-5.0 SOON FALLING 3.0-4.0
wavePeriod,"wavePeriod SEA 3 RISING 4-5, SWELL 9-10"
wind10M,wind10M S-SW 10 OR LESS INCREASING S'LY 15-20 OVERNIGHT
wind50M,wind50M S-SW 12 OR LESS INCREASING S'LY 20-25 OVERNIGHT
waveSigHeight,waveSigHeight 1.0-1.5 NNE SWELL INCREASING 1.5-2.0 OVERNIGHT
waveMaxHeight,waveMaxHeight 1.5-2.5 NNE SWELL INCREASING 2.5-3.0 OVERNIGHT
wavePeriod,"wavePeriod 6-8 SWELL, 4-5 WIND WAVE DEVELOPING"
wind10M,wind10M N'LY 15-20 BACKING W'LY 10 OR LESS BY MIDNIGHT AND LATER RISING S-SW 15-20
wind50M,wind50M N'LY 20-25 BACKING W'LY 12 OR LESS BY MIDNIGHT AND LATER RISING S-SW 20-25
waveSigHeight,waveSigHeight 2.0-2.5 DECREASING TO 1.5-2.0
waveMaxHeight,waveMaxHeight 3.0-4.0 DECREASING TO 2.5-3.0
wavePeriod,"wavePeriod 3-5 WIND WAVE, 6-8 SWELL"
wind10M,wind10M WSW 20-24 GUSTS 32 BACKING SW AND EASING 16-20 THIS EVENING THEN EASING 5-10 BY END OF PERIOD
wind50M,wind50M WSW 25-30 GUSTS 40 BACKING SW AND EASING 20-25 THIS EVENING THEN EASING 6-12 BY END OF PERIOD
waveSigHeight,waveSigHeight 3.0-3.5 FALLING 2.0-2.5 LATER
waveMaxHeight,waveMaxHeight 5.0-5.5 FALLING 3.0-4.0 LATER
wavePeriod,"wavePeriod SEA 5-6 FALLING 3, SWELL 8-10"
wind10M,wind10M SW 20-25 SOON VEERING AND EASING SW-W 15-20
wind50M,wind50M SW 25-30 SOON VEERING AND EASING SW-W 18-25
wind10M,wind10M WNW LESS THAN 10 BACKING SSW LATER IN THE PERIOD
wind50M,wind50M WNW LESS THAN 12 BACKING SSW LATER IN THE PERIOD
wavePeriod,"wavePeriod SEA 3, SWELL 10-11"
wind10M,wind10M E-SE 28-32 VEERING AND EASING S-SE 20-25 BY MIDNIGHT. BACKING E-SE 10-15 LATER
wind50M,wind50M E-SE 35-40 VEERING AND EASING S-SE 25-32 BY MIDNIGHT. BACKING E-SE 10-15 LATER
waveSigHeight,waveSigHeight 3.5-4.0 SLOWLY DECREASING 2.0-2.5
waveMaxHeight,waveMaxHeight 5.5-6.5 SLOWLY DECREASING 3.0-4.0
wind10M,wind10M VARIABLE 10 OR LESS BECOMING MAINLY NE LATER
wind50M,wind50M VARIABLE 12 OR LESS BECOMING MAINLY NE LATER
waveSigHeight,waveSigHeight AROUND 1.0 BECOMING 0.5-1.0
wind10M,"wind10M SW-SSW 22-28 VEERING SW 20-25 AROUND MIDNIGHT, THEN WSW 18-22 BY MORNING"
wind50M,"wind50M SW-SSW 27-35 VEERING SW 25-32 AROUND MIDNIGHT, THEN WSW 22-28 BY MORNING"
waveSigHeight,waveSigHeight AROUND 3.0 FALLING 2.0-2.5 BY END OF PERIOD
waveMaxHeight,waveMaxHeight AROUND 5.0 FALLING 3.0-4.0 BY END OF PERIOD
wavePeriod,wavePeriod SEA: 5-7 FALLING 4-5 SWELL: SW-WSW 7-9
wind10M,wind10M SW 30-35 WITH GUSTS TO 45 STEADILY EASING W-SW 20-25
wind50M,wind50M SW 38-44 WITH GUSTS TO 55 STEADILY EASING W-SW 25-32
waveSigHeight,waveSigHeight 5.0-6.0 POSSIBLY 6.0-7.0 FOR A TIME AT FIRST SLOWLY DECREASING TO 4.0
waveMaxHeight,waveMaxHeight 8.0-9.5 POSSIBLY 9.5-11.0 FOR A TIME AT FIRST SLOWLY DECREASING TO 6.5
wind10M,wind10M W-SW 05-10 BACKING SW LESS THAN 08 BY MIDNIGHT
wind50M,wind50M W-SW 06-12 BACKING SW LESS THAN 10 BY MIDNIGHT
wind10M,wind10M S 12-16 GUSTS 25 IN SHOWERS BACKING SSE 8-12 TONIGHT
wind50M,wind50M S 15-20 GUSTS 32 IN SHOWERS BACKING SSE 10-15 TONIGHT
wavePeriod,"wavePeriod SEA 3-4, SWELL 8"
wind10M,wind10M WNW 10-14 BACKING E 20-24 THIS EVENING THEN SLOWLY BACKING N BY 0600
wind50M,wind50M WNW 12-18 BACKING E 25-30 THIS EVENING THEN SLOWLY BACKING N BY 0600
waveSigHeight,waveSigHeight 4.5-5.0 FALLING AROUND 4.0 LATER
waveMaxHeight,waveMaxHeight 7.0-8.0 FALLING AROUND 6.5 LATER
wavePeriod,"wavePeriod SEA 3-4 RISING 5-6, SWELL 11"
wind10M,wind10M SW  8 OR LESS VEERING AND INCREASING NW-N 18-22 GUSTS 32 OVERNIGHT
wind50M,wind50M SW 10 OR LESS VEERING AND INCREASING NW-N 22-28 GUSTS 40 OVERNIGHT
waveSigHeight,waveSigHeight AROUND 3.5 RISING AROUND 4.0 FOR A TIME OVERNIGHT
waveMaxHeight,waveMaxHeight AROUND 5.5 RISING AROUND 6.5 FOR A TIME OVERNIGHT
wind10M,wind10M SSE 18-22 RISING 24-28 LATER IN THE PERIOD
wind50M,wind50M SSE 23-28 RISING 30-35 LATER IN THE PERIOD
waveSigHeight,waveSigHeight 1.5-2.0 RISING 2.5-3.0 LATER
waveMaxHeight,waveMaxHeight 2.5-3.0 RISING 4.0-5.0 LATER
wind10M,wind10M S-SE 15-20 VEERING LATE EVENING TO S-SW 10 OR LESS
wind50M,wind50M S-SE 20-25 VEERING LATE EVENING TO S-SW 12 OR LESS
waveSigHeight,waveSigHeight 2.0-2.5 BECOMING MAINLY 1.5
waveMaxHeight,waveMaxHeight 3.0-4.0 BECOMING MAINLY 2.5
wind10M,"wind10M NW 20-24 BACKING W 16-20 THIS EVENING, BACKING WSW AFTER 0000"
wind50M,"wind50M NW 25-30 BACKING W 20-25 THIS EVENING, BACKING WSW AFTER 0000"
waveSigHeight,waveSigHeight 1.5-2.0 LOCALLY 2.0-2.5 AT FIRST
waveMaxHeight,waveMaxHeight 2.5-3.0 LOCALLY 3.0-4.0 AT FIRST
wind10M,wind10M WSW 8-12 VEERING NNE THIS EVENING THEN RISING 12-16 LATER IN THE NIGHT
wind50M,wind50M WSW 10-15 VEERING NNE THIS EVENING THEN RISING 15-20 LATER IN THE NIGHT
wavePeriod,"wavePeriod SEA 3-4, SWELL 8-9"
wind10M,wind10M WNW 18-22 OCCASIONALLY 22-28
wind50M,wind50M WNW 22-28 OCCASIONALLY 28-35
waveSigHeight,waveSigHeight 2.5-3.0 RISING 3.0-3.5
waveMaxHeight,waveMaxHeight 4.0-5.0 RISING 5.0-5.5
wind10M,wind10M N-NW 10 OR LESS BACKING OVERNIGHT TO W-SW 12-18
wind50M,wind50M N-NW 12 OR LESS BACKING OVERNIGHT TO W-SW 15-22
waveSigHeight,waveSigHeight 0.5-1.0 RISING 1.0-1.5 BY END OF PERIOD
waveMaxHeight,waveMaxHeight 1.0-1.5 RISING 1.5-2.5 BY END OF PERIOD
wind10M,wind10M SSW 10-14 BACKING SSE 22-26 BY LATE EVENING THEN RISING QUICKLY TO 36-40 GUSTS 50 BY 0600
wind50M,wind50M SSW 12-18 BACKING SSE 28-33 BY LATE EVENING THEN RISING QUICKLY TO 45-50 GUSTS 60 BY 0600
waveSigHeight,waveSigHeight 2.0-2.5 RISING 3.5-4.0 LATER IN THE PERIOD
waveMaxHeight,waveMaxHeight 3.0-4.0 RISING 5.5-6.5 LATER IN THE PERIOD
wavePeriod,"wavePeriod SEA 3-4 RISING 7-9, SWELL 11"
wind10M,wind10M E'LY 10-15 BECOMING CYCLONIC VARIABLE LESS THAN 10 THIS EVENING
wind50M,wind50M E'LY 12-18 BECOMING CYCLONIC VARIABLE LESS THAN 12 THIS EVENING
waveSigHeight,waveSigHeight 2.0-2.5 GRADUALLY FALLING AROUND 1.5
waveMaxHeight,waveMaxHeight 3.0-4.0 GRADUALLY FALLING AROUND 2.5
wavePeriod,wavePeriod SEA: 1-3 SWELL: 6-8
wind10M,wind10M ESE-ENE 10 OR LESS BACKING NE 12-18 OVERNIGHT
wind50M,wind50M ESE-ENE 12 OR LESS BACKING NE 15-22 OVERNIGHT
waveSigHeight,waveSigHeight 0.5-1.0 SLOWLY INCREASING 1.0-1.5
waveMaxHeight,waveMaxHeight 1.0-1.5 SLOWLY INCREASING 1.5-2.5
wind10M,"wind10M W'LY 08-12 GRADUALLY BACKING SW-SSW BY MIDNIGHT, BECOMING VARIABLE LESS THAN 08 LATER"
wind50M,"wind50M W'LY 10-15 GRADUALLY BACKING SW-SSW BY MIDNIGHT, BECOMING VARIABLE LESS THAN 10 LATER"
waveSigHeight,waveSigHeight AROUND 2.0 MAINLY WNW-NW SWELL
waveMaxHeight,waveMaxHeight AROUND 3.0 MAINLY WNW-NW SWELL
wavePeriod,wavePeriod MAINLY 8-10 SWELL
wind10M,wind10M S-SW 10-15 BACKING OVERNIGHT S-SE 25-30
wind50M,wind50M S-SW 12-18 BACKING OVERNIGHT S-SE 32-38
waveSigHeight,waveSigHeight 3.0-3.5 SOON EASING 2.5-3.0
waveMaxHeight,waveMaxHeight 5.0-5.5 SOON EASING 4.0-5.0
wind10M,wind10M W-SW LESS THAN 08
wind50M,wind50M W-SW LESS THAN 10
wavePeriod,wavePeriod MAINLY 6-8 SWELL
wind10M,"wind10M E 10-14 BACKING NE 18-22 THIS EVENING, RISING 24-28 BY MORNING"
wind50M,"wind50M E 12-18 BACKING NE 23-28 THIS EVENING, RISING 30-35 BY MORNING"
waveSigHeight,waveSigHeight 1.5 RISING 2.5-3.0 LATER
waveMaxHeight,waveMaxHeight 2.5 RISING 4.0-5.0 LATER
windconf,windconf LOW - TRACK OF LOW VERY CLOSE TO FIELDS
wind10M,"wind10M N 5-10 VEERING SSE 14-18 THIS EVENING, BECOMING CYCLONIC AFTER MIDNIGHT THEN WNW 30-34 GUSTS 42 LATER"
wind50M,"wind50M N 6-12 VEERING SSE 18-23 THIS EVENING, BECOMING CYCLONIC AFTER MIDNIGHT THEN WNW 38-43 GUSTS 50 LATER"
waveSigHeight,waveSigHeight 2.5-3.0 RISING 3.0-3.5 LATER IN THE NIGHT
waveMaxHeight,waveMaxHeight 4.0-5.0 RISING 5.0-5.5 LATER IN THE NIGHT
wavePeriod,"wavePeriod SEA 3-4 RISING 6-8, SWELL 10"
wind10M,"wind10M N 10-15 EASING  8 OR LESS, BACKING SW OVERNIGHT"
wind50M,"wind50M N 12-18 EASING 10 OR LESS, BACKING SW OVERNIGHT"
wind10M,wind10M E-SE 10 OR LESS BACKING NW THIS EVENING AND LATER RISING SW 15-20
wind50M,wind50M E-SE 12 OR LESS BACKING NW THIS EVENING AND LATER RISING SW 20-25
waveSigHeight,waveSigHeight MAINLY 1.5-2.0 INCLUDING LONG WSW SWELL
waveMaxHeight,waveMaxHeight MAINLY 2.5-3.0 INCLUDING LONG WSW SWELL
wavePeriod,"wavePeriod 3-5 WIND WAVE, 9-10 SWELL"
wind10M,wind10M W'LY 15-20 VEERING W-NW 22-28 BY MIDNIGHT WITH GUSTS TO 36. EASING 20-25 LATER
wind50M,wind50M W'LY 20-25 VEERING W-NW 28-35 BY MIDNIGHT WITH GUSTS TO 43. EASING 25-32 LATER
waveSigHeight,waveSigHeight 2.0-2.5 BECOMING 2.5-3.0
waveMaxHeight,waveMaxHeight 3.0-4.0 BECOMING 4.0-5.0
wind10M,wind10M NE 12-18 GRADUALLY BACKING/EASING NNE 05-10
wind50M,wind50M NE 15-22 GRADUALLY BACKING/EASING NNE 06-12
waveSigHeight,waveSigHeight 2.0-2.5 MAINLY NNE SWELL
waveMaxHeight,waveMaxHeight 3.0-4.0 MAINLY NNE SWELL
wavePeriod,wavePeriod MAINLY 6-9 NNE SWELL
wind10M,wind10M NW-W 15-20 EASING GRADUALLY 10-15
wind50M,wind50M NW-W 18-25 EASING GRADUALLY 12-18
wind10M,wind10M W-SW 8-12 BECOMING 10 OR LESS LATER
wind50M,wind50M W-SW 10-15 BECOMING 12 OR LESS LATER
waveSigHeight,waveSigHeight AROUND 1.5 SLOWLY BECOMING 1.5-2.0
waveMaxHeight,waveMaxHeight AROUND 2.5 SLOWLY BECOMING 2.5-3.0
wind10M,"wind10M S 36-40 GUSTS 50 VEERING SSW 30-34 GUSTS 42 BY EVENING, VEERING WNW 10-14 BY 0600"
wind50M,"wind50M S 45-50 GUSTS 60 VEERING SSW 38-43 GUSTS 50 BY EVENING, VEERING WNW 12-18 BY 0600"
waveSigHeight,waveSigHeight 5.0-5.5 GRADUALLY FALLING 4.0-4.5
waveMaxHeight,waveMaxHeight 8.0-9.0 GRADUALLY FALLING 6.5-7.0
wavePeriod,"wavePeriod SEA 7-8 FALLING 3-4, SWELL 10"
wind10M,"wind10M CYCLONIC VARIABLE LESS THAN 10 FRESHENING NE 12-18 BY MIDNIGHT, THEN NNE 18-22 BY MORNING"
wind50M,"wind50M CYCLONIC VARIABLE LESS THEN 12 FRESHENING NE 15-22 BY MIDNIGHT, THEN NNE 22-28 BY MORNING"
wavePeriod,wavePeriod SEA: 1-4 BECOMING 4-5 SWELL: NNE 8-11
wind10M,wind10M NE 12-18 OCCASIONALLY 15-20. GUSTS TO 30 IN THUNDER
wind50M,wind50M NE 15-22 OCCASIONALLY 20-25. GUSTS TO 35 IN THUNDER
waveSigHeight,waveSigHeight 1.0-1.5 RISING TO 1.5-2.0
waveMaxHeight,waveMaxHeight 1.5-2.5 RISING TO 2.5-3.0
wind10M,wind10M NNW 12-18 GRADUALLY INCREASING 25-30 WITH GUSTS 38 IN SHOWERS
wind50M,wind50M NNW 15-22 GRADUALLY INCREASING 32-38 WITH GUSTS 45 IN SHOWERS
waveSigHeight,waveSigHeight 1.5-2.0 RISING AROUND 3.0 BY MORNING
waveMaxHeight,waveMaxHeight 2.5-3.0 RISING AROUND 5.0 BY MORNING
wavePeriod,wavePeriod SEA: 4 RISING 5-6 SWELL: 8-10 NNW
wind10M,wind10M S-SE 30-35 VEERING AND EASING S'LY 20-25
wind50M,wind50M S-SE 38-44 VEERING AND EASING S'LY 25-32
waveSigHeight,waveSigHeight 4.0-5.0 POSSIBLY 5.0-5.5 AT FIRST EASING TO 3.0-3.5
waveMaxHeight,waveMaxHeight 6.5-8.0 POSSIBLY 8.0-8.5 AT FIRST EASING TO 5.0-5.5
wind10M,wind10M VARIABLE LESS THAN 08 BECOMING SW 06-10 LATER
wind50M,wind50M VARIABLE LESS THAN 10 BECOMING SW 07-12 LATER
wind10M,"wind10M NE 28-32 OCCASIONALLY 32-36 GUSTS 45 AT FIRST, VEERING ENE 16-20 BY END OF PERIOD"
